origin,timestamp,on_tour,code
SEP0997,01/24/2014 08:24:07,,FVT
SEP0998,01/24/2014 08:24:43,,HFRH BBB
SEP0999,01/24/2014 08:24:45,,FVF
SEP1000,01/24/2014 08:25:11,,HFRH B
SEP1001,01/24/2014 08:25:12,,FVF
IGO0102,01/24/2014 08:25:12,,PVV YVF
IGO0103,01/24/2014 08:25:16,,PPV YTT 3VRDU
SEP1002,01/24/2014 08:25:17,,FVF
SEP1003,01/24/2014 08:25:19,,HC B
IGO0104,01/24/2014 08:25:19,,PDU YWS 3VRPV
SEP1004,01/24/2014 08:25:20,,FVT
SEP1005,01/24/2014 08:25:23,,YFIRH
SEP1006,01/24/2014 08:25:24,,X
IGO0105,01/24/2014 08:25:24,,PPV YTT 3VRDU
SEP1007,01/24/2014 08:25:42,,FVF
IGO0106,01/24/2014 08:25:44,,AVOVVVR
SEP1008,01/24/2014 08:25:52,,HC II
IGO0107,01/24/2014 08:25:55,,C VR AAVV
SEP1009,01/24/2014 08:26:07,,HFRH B
SEP1010,01/24/2014 08:26:08,,SAS
SEP1011,01/24/2014 08:26:16,,HC BI
SEP1012,01/24/2014 08:26:17,,FVF
SEP1013,01/24/2014 08:26:29,,OVP
SEP1014,01/24/2014 08:26:33,,IVP
SEP1015,01/24/2014 08:26:39,,FVT
SEP1016,01/24/2014 08:26:49,,HC D
SEP1017,01/24/2014 08:27:32,,HFRH BBII
SEP1018,01/24/2014 08:27:33,,FVF
SEP1019,01/24/2014 08:27:43,,HC I
SEP1020,01/24/2014 08:27:44,,FVF
SEP1021,01/24/2014 08:27:54,,YVF
SEP1022,01/24/2014 08:28:00,,XCCDA
SEP1023,01/24/2014 08:28:02,,SLERH
SEP1024,01/24/2014 08:28:10,,FABQM
SEP1025,01/24/2014 08:28:15,,HS TTD
IGO0108,01/24/2014 08:28:29,,PVD YTT
SEP1026,01/24/2014 08:28:48,,HS BD
SEP1027,01/24/2014 08:29:13,,HL 
SEP1028,01/24/2014 08:29:14,,HL
SEP1029,01/24/2014 08:30:00,,HI IIIIII
SEP1030,01/24/2014 08:30:08,,FLBQM
SEP1031,01/24/2014 08:30:20,,HC IIII
SEP1032,01/24/2014 08:30:21,,YFI
SEP1033,01/24/2014 08:30:22,,X
SEP1034,01/24/2014 08:30:32,,HC II
SEP1035,01/24/2014 08:30:37,,FAVOH JFE
SEP1036,01/24/2014 08:30:39,,FVF
SEP1037,01/24/2014 08:31:18,,HC IIIIIIIII
SEP1038,01/24/2014 08:31:32,,HL
IGO0109,01/24/2014 08:32:17,,F:VV
IGO0110,01/24/2014 08:32:17,,YFISK
IGO0111,01/24/2014 08:32:17,,X
SEP1039,01/24/2014 08:32:23,,RABMR
SEP1040,01/24/2014 08:32:31,,SAS
SEP1041,01/24/2014 08:32:33,,RLBMR
SEP1042,01/24/2014 08:32:36,,FVT
SEP1043,01/24/2014 08:32:49,,FABMR
IGO0112,01/24/2014 08:32:51,,HS BBBBBIIBIIBIBBIIID
SEP1044,01/24/2014 08:32:52,,YTT/VF
IGO0113,01/24/2014 08:32:53,,SAS
IGO0114,01/24/2014 08:32:53,,SAS
SEP1045,01/24/2014 08:32:58,,XBBMR
SEP1046,01/24/2014 08:32:59,,HL
SEP1047,01/24/2014 08:33:01,,FVT
SEP1048,01/24/2014 08:33:02,,FAAMR
SEP1049,01/24/2014 08:33:04,,FVTMR
SEP1050,01/24/2014 08:33:06,,FCIMR SK
SEP1051,01/24/2014 08:33:08,,FCHMR SK
SEP1052,01/24/2014 08:33:10,,FVT
SEP1053,01/24/2014 08:33:10,,FVT
IGO0115,01/24/2014 08:33:16,,C ESTRUS?
SEP1054,01/24/2014 08:33:18,,FCHMR SK
SEP1055,01/24/2014 08:33:19,,FVTFVT
SEP1056,01/24/2014 08:33:20,,FVT
SEP1057,01/24/2014 08:33:28,,FCTMR XX
SEP1058,01/24/2014 08:33:45,,RLAMR
SEP1059,01/24/2014 08:33:46,,RLBMR
SEP1060,01/24/2014 08:33:58,,HFXF II
IGO0116,01/24/2014 08:34:04,,FABDU
IGO0117,01/24/2014 08:34:19,,FAVDU
SEP1061,01/24/2014 08:34:21,,CF RED AND GREEN THINGSTOREN FROM MR FOOT
IGO0118,01/24/2014 08:34:23,,RAANC
IGO0119,01/24/2014 08:34:41,,FLBDU
IGO0120,01/24/2014 08:34:52,,YVF
IGO0121,01/24/2014 08:34:54,,XBBNC
IGO0122,01/24/2014 08:34:55,,XCCDU
IGO0123,01/24/2014 08:35:11,,AGTNCOO D
SEP1062,01/24/2014 08:35:17,,HC IIIIIIIIIB
IGO0124,01/24/2014 08:35:22,,RVTNC
IGO0125,01/24/2014 08:35:25,,FLBNC
SEP1063,01/24/2014 08:35:28,,YFILF
SEP1064,01/24/2014 08:35:29,,X
IGO0126,01/24/2014 08:35:32,,HIKY I
SEP1065,01/24/2014 08:36:01,,HC BII
IGO0127,01/24/2014 08:36:30,,HC IIIII
SEP1066,01/24/2014 08:37:17,,HS D
SEP1067,01/24/2014 08:37:18,,HL
IGO0128,01/24/2014 08:37:19,,YVF
IGO0129,01/24/2014 08:37:20,,X
SEP1068,01/24/2014 08:37:22,,FABDP
SEP1069,01/24/2014 08:37:26,,HL
IGO0130,01/24/2014 08:37:32,,HL I
SEP1070,01/24/2014 08:37:34,,FABDP
SEP1071,01/24/2014 08:37:35,,MLBDP
SEP1072,01/24/2014 08:37:40,,RABVE
SEP1073,01/24/2014 08:37:40,,FLBVE
IGO0131,01/24/2014 08:37:59,,HI IIII
SEP1074,01/24/2014 08:38:01,,FLAVE
IGO0132,01/24/2014 08:38:02,,HL
SEP1075,01/24/2014 08:38:03,,FABTJ
IGO0133,01/24/2014 08:38:03,,LH
SEP1076,01/24/2014 08:38:05,,YTT
IGO0134,01/24/2014 08:38:10,,HL
SEP1077,01/24/2014 08:38:16,,YVF
SEP1078,01/24/2014 08:38:22,,XBBTJVE
SEP1079,01/24/2014 08:38:24,,HL
SEP1080,01/24/2014 08:38:27,,FAAVE
SEP1081,01/24/2014 08:38:28,,RAATJ
SEP1082,01/24/2014 08:38:33,,HL
IGO0135,01/24/2014 08:38:35,,HL I
SEP1083,01/24/2014 08:38:36,,FLAVE
SEP1084,01/24/2014 08:38:46,,FVT
SEP1085,01/24/2014 08:38:47,,HL
SEP1086,01/24/2014 08:38:54,,RLATJ
IGO0136,01/24/2014 08:38:55,,HIAB III
IGO0137,01/24/2014 08:39:01,,HL
SEP1087,01/24/2014 08:39:03,,HL
IGO0138,01/24/2014 08:39:06,,OVP
SEP1088,01/24/2014 08:39:08,,MLBVE
SEP1089,01/24/2014 08:39:12,,RLBTJ
SEP1090,01/24/2014 08:39:14,,HL
IGO0139,01/24/2014 08:39:14,,IVP
IGO0140,01/24/2014 08:39:29,,HL
SEP1091,01/24/2014 08:39:30,,FABDA
SEP1092,01/24/2014 08:39:31,,HL
SEP1093,01/24/2014 08:39:35,,FVT
IGO0141,01/24/2014 08:39:36,,OVP
SEP1094,01/24/2014 08:39:38,,SAS
IGO0142,01/24/2014 08:39:41,,IVP
SEP1095,01/24/2014 08:39:45,,HL
IGO0143,01/24/2014 08:39:48,,YVF
SEP1096,01/24/2014 08:39:49,,HL
IGO0144,01/24/2014 08:39:49,,X
SEP1097,01/24/2014 08:39:59,,FAADA
SEP1098,01/24/2014 08:40:03,,RABVE
SEP1099,01/24/2014 08:40:04,,FVT
SEP1100,01/24/2014 08:40:06,,RLADA
SEP1101,01/24/2014 08:40:09,,FLBVE
SEP1102,01/24/2014 08:40:17,,FAVQM
IGO0145,01/24/2014 08:40:21,,HL
SEP1103,01/24/2014 08:40:23,,YWW
SEP1104,01/24/2014 08:40:29,,XBBQM
SEP1105,01/24/2014 08:40:31,,RLBDA
SEP1106,01/24/2014 08:40:33,,XCCVEDA
SEP1107,01/24/2014 08:40:37,,RABVE
SEP1108,01/24/2014 08:40:38,,RLBVE
SEP1109,01/24/2014 08:40:47,,FLBQM
SEP1110,01/24/2014 08:40:48,,FABDA
SEP1111,01/24/2014 08:40:53,,OVP
SEP1112,01/24/2014 08:40:58,,IVP
SEP1113,01/24/2014 08:41:00,,SAS
SEP1114,01/24/2014 08:41:06,,RABQM
IGO0146,01/24/2014 08:41:06,,HI I
SEP1115,01/24/2014 08:41:08,,FLBQM
SEP1116,01/24/2014 08:41:10,,FLBDA
SEP1117,01/24/2014 08:41:26,,RABDA
SEP1118,01/24/2014 08:41:30,,FAVDA
SEP1119,01/24/2014 08:41:37,,HSAC
SEP1120,01/24/2014 08:41:38,,STEAC
SEP1121,01/24/2014 08:41:43,,SLEAC
SEP1122,01/24/2014 08:41:45,,RAADA
IGO0147,01/24/2014 08:41:45,,HL I
SEP1123,01/24/2014 08:41:48,,FVTDA
IGO0148,01/24/2014 08:41:48,,HL
IGO0149,01/24/2014 08:41:51,,HL
SEP1124,01/24/2014 08:41:55,,RLADA
SEP1125,01/24/2014 08:41:56,,RABQM
SEP1126,01/24/2014 08:41:59,,RLADA
SEP1127,01/24/2014 08:42:01,,RLBDA
IGO0150,01/24/2014 08:42:11,,HS KD
SEP1128,01/24/2014 08:42:17,,FLBQM
IGO0151,01/24/2014 08:42:19,,YVF
IGO0152,01/24/2014 08:42:19,,X
SEP1129,01/24/2014 08:42:21,,HH
SEP1130,01/24/2014 08:42:29,,YWS
SEP1131,01/24/2014 08:42:30,,XBBDA
SEP1132,01/24/2014 08:42:43,,XCCVRDUFN
SEP1133,01/24/2014 08:42:45,,SAS
IGO0153,01/24/2014 08:42:46,,CL FAT
SEP1134,01/24/2014 08:42:49,,RAADA
SEP1135,01/24/2014 08:42:52,,RLBDA
SEP1136,01/24/2014 08:42:55,,RABFN
SEP1137,01/24/2014 08:42:57,,MAAFN
IGO0154,01/24/2014 08:42:59,,AVL2 D
SEP1138,01/24/2014 08:43:00,,AVL2 D
SEP1139,01/24/2014 08:43:04,,FLAFN
SEP1140,01/24/2014 08:43:20,,FABPV
SEP1141,01/24/2014 08:43:26,,FLBPV
SEP1142,01/24/2014 08:43:27,,FLBFN
SEP1143,01/24/2014 08:43:33,,FABDU
SEP1144,01/24/2014 08:43:33,,FAADU
SEP1145,01/24/2014 08:43:36,,FALDU
IGO0155,01/24/2014 08:43:37,,FAVDT
IGO0156,01/24/2014 08:43:39,,FAVDT
SEP1146,01/24/2014 08:43:46,,RLBDU
IGO0157,01/24/2014 08:43:50,,AVL2 D
SEP1147,01/24/2014 08:43:51,,AVL2 D
IGO0158,01/24/2014 08:43:53,,FAVDT
SEP1148,01/24/2014 08:43:54,,AVL1 D
IGO0159,01/24/2014 08:44:05,,HS TTD
SEP1149,01/24/2014 08:44:08,,HSAC BI
SEP1150,01/24/2014 08:44:09,,SLEAC
SEP1151,01/24/2014 08:44:14,,FVF
SEP1152,01/24/2014 08:44:36,,AVB D
SEP1153,01/24/2014 08:44:39,,STEAC
IGO0160,01/24/2014 08:44:39,,AVB D
SEP1154,01/24/2014 08:44:46,,HSAC B
SEP1155,01/24/2014 08:44:47,,SAS
IGO0161,01/24/2014 08:44:47,,HS TTTKB
SEP1156,01/24/2014 08:44:49,,SLEAC
IGO0162,01/24/2014 08:44:49,,YFISK
SEP1157,01/24/2014 08:45:10,,SAS
SEP1158,01/24/2014 08:45:11,,HL
SEP1159,01/24/2014 08:45:18,,C STUNG BY AC AHTS
SEP1160,01/24/2014 08:45:20,,SAS
SEP1161,01/24/2014 08:45:21,,YWM
IGO0163,01/24/2014 08:45:27,,X
IGO0164,01/24/2014 08:45:27,,HC IIIIIIBIIIIBIIIIBIIIIIIIIIII
SEP1162,01/24/2014 08:45:28,,XCCDUDA
IGO0165,01/24/2014 08:45:29,,AVL1NC D
SEP1163,01/24/2014 08:45:36,,HS KB
IGO0166,01/24/2014 08:45:37,,HC IIIIII
SEP1164,01/24/2014 08:45:38,,AVL2 D
IGO0167,01/24/2014 08:45:39,,AVL1NC D
IGO0168,01/24/2014 08:45:41,,HC IIID
IGO0169,01/24/2014 08:45:49,,PVD YVF
SEP1165,01/24/2014 08:45:50,,HC BD
IGO0170,01/24/2014 08:45:51,,HS KD
IGO0171,01/24/2014 08:45:52,,SAS
SEP1166,01/24/2014 08:45:53,,FABDU
SEP1167,01/24/2014 08:45:55,,FAADU
IGO0172,01/24/2014 08:45:55,,HC IID
SEP1168,01/24/2014 08:45:56,,FLADU
IGO0173,01/24/2014 08:45:56,,SAS
SEP1169,01/24/2014 08:45:57,,FABPV
SEP1170,01/24/2014 08:45:59,,FABFN
SEP1171,01/24/2014 08:45:59,,SAS
SEP1172,01/24/2014 08:46:02,,FAVPV
SEP1173,01/24/2014 08:46:03,,RAAPV
SEP1174,01/24/2014 08:46:08,,RLAPV
SEP1175,01/24/2014 08:46:12,,FFSBR
IGO0174,01/24/2014 08:46:13,,AVQNC D
SEP1176,01/24/2014 08:46:14,,RABUB
SEP1177,01/24/2014 08:46:16,,RLBDU
SEP1178,01/24/2014 08:46:28,,SAS
SEP1179,01/24/2014 08:46:31,,RAAUB
SEP1180,01/24/2014 08:46:32,,SAS
SEP1181,01/24/2014 08:46:36,,FFTUB
IGO0175,01/24/2014 08:46:37,,AVQNC D
SEP1182,01/24/2014 08:46:38,,RAAFN
SEP1183,01/24/2014 08:46:40,,RLAUB
SEP1184,01/24/2014 08:46:45,,RPHFN
IGO0176,01/24/2014 08:46:46,,AVQNC D
SEP1185,01/24/2014 08:46:58,,MLAFN
SEP1186,01/24/2014 08:47:00,,RLBBI
IGO0177,01/24/2014 08:47:01,,PMR YFISK 3VV
SEP1187,01/24/2014 08:47:05,,SAS
SEP1188,01/24/2014 08:47:09,,FAVOO
IGO0178,01/24/2014 08:47:12,,AVL
IGO0179,01/24/2014 08:47:14,,HL
SEP1189,01/24/2014 08:47:17,,AVL1
SEP1190,01/24/2014 08:47:19,,C POOP
IGO0180,01/24/2014 08:47:19,,YVF
IGO0181,01/24/2014 08:47:19,,X
SEP1191,01/24/2014 08:47:21,,RLBUB
SEP1192,01/24/2014 08:47:28,,RLBFN
IGO0182,01/24/2014 08:47:40,,AVQNC D
IGO0183,01/24/2014 08:47:45,,AVQNC D
SEP1193,01/24/2014 08:47:51,,HS B
SEP1194,01/24/2014 08:47:53,,YFISK
SEP1195,01/24/2014 08:47:55,,XCCFN
SEP1196,01/24/2014 08:48:00,,XBBUB
SEP1197,01/24/2014 08:48:01,,FABUB
SEP1198,01/24/2014 08:48:04,,FLBUB
SEP1199,01/24/2014 08:48:08,,FABDT
SEP1200,01/24/2014 08:48:08,,RABFN
SEP1201,01/24/2014 08:48:11,,FAAFN
IGO0184,01/24/2014 08:48:12,,HL I
SEP1202,01/24/2014 08:48:14,,FLAFN
SEP1203,01/24/2014 08:48:16,,MLBDT
SEP1204,01/24/2014 08:48:18,,OVP
SEP1205,01/24/2014 08:48:19,,IVP
IGO0185,01/24/2014 08:48:44,,HIWN IIIIIII
SEP1206,01/24/2014 08:48:52,,HIWN D
SEP1207,01/24/2014 08:48:59,,FABDU
SEP1208,01/24/2014 08:49:06,,HL
IGO0186,01/24/2014 08:49:14,,HL
IGO0187,01/24/2014 08:49:15,,HL
IGO0188,01/24/2014 08:49:17,,HL
SEP1209,01/24/2014 08:49:39,,HC I
SEP1210,01/24/2014 08:49:41,,FAVDU
IGO0189,01/24/2014 08:49:46,,HH
IGO0190,01/24/2014 08:49:49,,YVF
IGO0191,01/24/2014 08:49:52,,X
IGO0192,01/24/2014 08:49:56,,PQH YFISK
SEP1211,01/24/2014 08:50:06,,HL
IGO0193,01/24/2014 08:50:10,,HB K
SEP1212,01/24/2014 08:50:14,,HS BD
IGO0194,01/24/2014 08:50:18,,HS TTD
SEP1213,01/24/2014 08:50:23,,YFILF
SEP1214,01/24/2014 08:50:25,,XBBDU
SEP1215,01/24/2014 08:50:27,,HL
SEP1216,01/24/2014 08:50:31,,HL
SEP1217,01/24/2014 08:50:39,,RLBDU
SEP1218,01/24/2014 08:50:42,,HI
SEP1219,01/24/2014 08:50:44,,FABDU
SEP1220,01/24/2014 08:50:46,,FAADU
SEP1221,01/24/2014 08:50:50,,HCI
SEP1222,01/24/2014 08:50:51,,RLADU
SEP1223,01/24/2014 08:50:53,,RLBDU
IGO0195,01/24/2014 08:50:59,,HL I
SEP1224,01/24/2014 08:51:00,,FAVDU
IGO0196,01/24/2014 08:51:04,,HL I
IGO0197,01/24/2014 08:51:06,,HL
SEP1225,01/24/2014 08:51:09,,FAFBDU
SEP1226,01/24/2014 08:51:18,,HC I
SEP1227,01/24/2014 08:51:20,,HC I
SEP1228,01/24/2014 08:51:21,,FAVDU
IGO0198,01/24/2014 08:51:24,,HS TTD
IGO0199,01/24/2014 08:51:30,,HS D
SEP1229,01/24/2014 08:51:34,,HC IIII
SEP1230,01/24/2014 08:51:35,,FAVDU
SEP1231,01/24/2014 08:51:42,,HC I
IGO0200,01/24/2014 08:51:44,,HS KBD
SEP1232,01/24/2014 08:51:45,,AAXDU FAV
SEP1233,01/24/2014 08:51:46,,HC I
SEP1234,01/24/2014 08:51:47,,RLBDU
SEP1235,01/24/2014 08:52:05,,HC II
IGO0201,01/24/2014 08:52:05,,AAXDU FAV
SEP1236,01/24/2014 08:52:08,,AAXDU FAV
IGO0202,01/24/2014 08:52:09,,FAVDU
SEP1237,01/24/2014 08:52:12,,HC II
IGO0203,01/24/2014 08:52:12,,C STARTLED
SEP1238,01/24/2014 08:52:13,,SAS
SEP1239,01/24/2014 08:52:16,,SAS
IGO0204,01/24/2014 08:52:18,,YVF
IGO0205,01/24/2014 08:52:19,,X
SEP1240,01/24/2014 08:52:29,,HL
SEP1241,01/24/2014 08:52:37,,FABUB
SEP1242,01/24/2014 08:52:40,,MAAUB
IGO0206,01/24/2014 08:52:42,,HL
IGO0207,01/24/2014 08:52:43,,HL
IGO0208,01/24/2014 08:52:51,,PVR YVF
SEP1243,01/24/2014 08:52:56,,YTT
SEP1244,01/24/2014 08:52:58,,XAAUB
SEP1245,01/24/2014 08:53:00,,FLAUB
SEP1246,01/24/2014 08:53:07,,FLBUB
IGO0209,01/24/2014 08:53:10,,HL
SEP1247,01/24/2014 08:53:13,,HL
SEP1248,01/24/2014 08:53:19,,HL
SEP1249,01/24/2014 08:53:22,,HL
SEP1250,01/24/2014 08:53:38,,HL
SEP1251,01/24/2014 08:53:39,,HL
SEP1252,01/24/2014 08:53:39,,HL
SEP1253,01/24/2014 08:53:51,,AEM D
SEP1254,01/24/2014 08:53:59,,HL I
IGO0210,01/24/2014 08:54:15,,HI I
IGO0211,01/24/2014 08:54:18,,HL
SEP1255,01/24/2014 08:54:20,,MABXJ
SEP1256,01/24/2014 08:54:22,,MLBXJ
SEP1257,01/24/2014 08:54:32,,FABXJ
SEP1258,01/24/2014 08:54:35,,HL
IGO0212,01/24/2014 08:54:45,,HS BD
IGO0213,01/24/2014 08:54:49,,YVF
IGO0214,01/24/2014 08:54:49,,X
SEP1259,01/24/2014 08:54:59,,HC IHL
SEP1260,01/24/2014 08:55:22,,YTT
SEP1261,01/24/2014 08:55:26,,XCCDG
IGO0215,01/24/2014 08:55:35,,HL IIIIIII
IGO0216,01/24/2014 08:55:37,,AES D
SEP1262,01/24/2014 08:55:44,,AVYPVPC D
SEP1263,01/24/2014 08:55:46,,HL I
SEP1264,01/24/2014 08:56:13,,HB K
SEP1265,01/24/2014 08:56:17,,RABDT
IGO0217,01/24/2014 08:56:19,,HL
SEP1266,01/24/2014 08:56:20,,RABDA
SEP1267,01/24/2014 08:56:23,,HC K
SEP1268,01/24/2014 08:56:24,,FAVDA
SEP1269,01/24/2014 08:56:25,,RADT
IGO0218,01/24/2014 08:56:25,,HL
SEP1270,01/24/2014 08:56:29,,RLADT
SEP1271,01/24/2014 08:56:33,,RABDP
SEP1272,01/24/2014 08:56:38,,HC
IGO0219,01/24/2014 08:56:38,,HI I
SEP1273,01/24/2014 08:56:45,,SAS
SEP1274,01/24/2014 08:56:49,,RLBDP WT
SEP1275,01/24/2014 08:56:51,,RLBDA
SEP1276,01/24/2014 08:57:01,,HS BD
SEP1277,01/24/2014 08:57:04,,HL
IGO0220,01/24/2014 08:57:08,,HLKY IIIIIII
IGO0221,01/24/2014 08:57:09,,SAS
IGO0222,01/24/2014 08:57:19,,HS KBIBIIII
IGO0223,01/24/2014 08:57:20,,YFISK
SEP1278,01/24/2014 08:57:21,,HS BKBBD
IGO0224,01/24/2014 08:57:21,,X
IGO0225,01/24/2014 08:57:24,,HC BI
IGO0226,01/24/2014 08:57:25,,SAS
IGO0227,01/24/2014 08:57:28,,HS KD
SEP1279,01/24/2014 08:57:29,,HB
IGO0228,01/24/2014 08:57:29,,SAS
IGO0229,01/24/2014 08:57:34,,HL
IGO0230,01/24/2014 08:57:37,,HL
SEP1280,01/24/2014 08:57:50,,HC K
SEP1281,01/24/2014 08:57:54,,YFIBK
IGO0231,01/24/2014 08:57:58,,HL I
SEP1282,01/24/2014 08:58:00,,XCCDP
SEP1283,01/24/2014 08:58:05,,HC K
IGO0232,01/24/2014 08:58:17,,PBI YVF 2VV
IGO0233,01/24/2014 08:58:18,,RABBI
SEP1284,01/24/2014 08:58:19,,HC I
SEP1285,01/24/2014 08:58:21,,RABNC
IGO0234,01/24/2014 08:58:21,,FEABI
IGO0235,01/24/2014 08:58:26,,FLBBI
IGO0236,01/24/2014 08:58:28,,FGTBI
IGO0237,01/24/2014 08:58:29,,RABBI
IGO0238,01/24/2014 08:58:31,,FLBBI
SEP1286,01/24/2014 08:58:38,,HC KB
IGO0239,01/24/2014 08:58:40,,FEABI
IGO0240,01/24/2014 08:58:40,,FAVUB
IGO0241,01/24/2014 08:58:42,,RABUB
IGO0242,01/24/2014 08:58:44,,MLBUB
SEP1287,01/24/2014 08:58:46,,FAVDA
SEP1288,01/24/2014 08:58:54,,HL
SEP1289,01/24/2014 08:58:57,,RLBNC
IGO0243,01/24/2014 08:59:07,,HB BB
IGO0244,01/24/2014 08:59:10,,HIKY I
IGO0245,01/24/2014 08:59:11,,RABBI
IGO0246,01/24/2014 08:59:13,,FVOBI
IGO0247,01/24/2014 08:59:17,,HC III
IGO0248,01/24/2014 08:59:19,,FVOBI
IGO0249,01/24/2014 08:59:20,,FLBBI
IGO0250,01/24/2014 08:59:21,,FEABI
IGO0251,01/24/2014 08:59:23,,FVOBI
SEP1290,01/24/2014 08:59:26,,FABPC
IGO0252,01/24/2014 08:59:27,,HC II
IGO0253,01/24/2014 08:59:29,,FVOBI
IGO0254,01/24/2014 08:59:29,,FVOBI
IGO0255,01/24/2014 08:59:30,,FVOBI
SEP1291,01/24/2014 08:59:33,,FAAPC
SEP1292,01/24/2014 08:59:34,,FVT
SEP1293,01/24/2014 08:59:35,,FVT
SEP1294,01/24/2014 08:59:36,,RFTPC
IGO0256,01/24/2014 08:59:40,,HL
IGO0257,01/24/2014 08:59:42,,FAVBI
SEP1295,01/24/2014 08:59:43,,FLAPC
IGO0258,01/24/2014 08:59:50,,YFIKY
IGO0259,01/24/2014 08:59:50,,X
IGO0260,01/24/2014 08:59:50,,END ESTRUS 27.5MINS
SEP1296,01/24/2014 08:59:57,,FABUB
SEP1297,01/24/2014 09:00:02,,HL
SEP1298,01/24/2014 09:00:03,,HL
IGO0261,01/24/2014 09:00:16,,HL
SEP1299,01/24/2014 09:00:17,,HL
SEP1300,01/24/2014 09:00:20,,RAAUB
IGO0262,01/24/2014 09:00:20,,AVOVVDT
SEP1301,01/24/2014 09:00:22,,YFILF
SEP1302,01/24/2014 09:00:23,,XAAUB
IGO0263,01/24/2014 09:00:24,,AEAVVDT
IGO0264,01/24/2014 09:00:28,,AVOVVBI
SEP1303,01/24/2014 09:00:30,,RLBPC WT
SEP1304,01/24/2014 09:00:37,,HL
SEP1305,01/24/2014 09:00:38,,HL
SEP1306,01/24/2014 09:00:50,,MLBUB
SEP1307,01/24/2014 09:00:57,,HL
SEP1308,01/24/2014 09:01:02,,HL
SEP1309,01/24/2014 09:01:08,,HL
SEP1310,01/24/2014 09:01:39,,HS B
SEP1311,01/24/2014 09:01:41,,RABPV
SEP1312,01/24/2014 09:01:43,,RABFN
SEP1313,01/24/2014 09:01:46,,RLBPV
SEP1314,01/24/2014 09:01:54,,HCD
SEP1315,01/24/2014 09:02:04,,HS BBD
IGO0265,01/24/2014 09:02:07,,AVOVV
IGO0266,01/24/2014 09:02:07,,AVOVV
IGO0267,01/24/2014 09:02:10,,AVOVV
IGO0268,01/24/2014 09:02:10,,C DT HELPER
SEP1316,01/24/2014 09:02:12,,AES
SEP1317,01/24/2014 09:02:14,,HS
SEP1318,01/24/2014 09:02:16,,AES FAV
SEP1319,01/24/2014 09:02:21,,HC B
SEP1320,01/24/2014 09:02:21,,SAS
SEP1321,01/24/2014 09:02:26,,SAS
SEP1322,01/24/2014 09:02:32,,HC D
SEP1323,01/24/2014 09:02:37,,HS D
SEP1324,01/24/2014 09:02:40,,RLBFN
SEP1325,01/24/2014 09:02:41,,FVT
SEP1326,01/24/2014 09:02:46,,SAS
SEP1327,01/24/2014 09:02:51,,YTT
SEP1328,01/24/2014 09:02:56,,XCCMR
SEP1329,01/24/2014 09:03:04,,HL
SEP1330,01/24/2014 09:03:13,,FVT
SEP1331,01/24/2014 09:03:19,,AINFNMR
SEP1332,01/24/2014 09:03:20,,HL
SEP1333,01/24/2014 09:03:21,,HL
SEP1334,01/24/2014 09:03:46,,HX F
SEP1335,01/24/2014 09:03:47,,FVT
SEP1336,01/24/2014 09:04:03,,HL
SEP1337,01/24/2014 09:04:10,,AEMX D
SEP1338,01/24/2014 09:04:11,,HL
SEP1339,01/24/2014 09:04:24,,RABFN
SEP1340,01/24/2014 09:04:32,,AGQPCUB
SEP1341,01/24/2014 09:04:43,,AESUBPC
SEP1342,01/24/2014 09:04:47,,RAAFN
SEP1343,01/24/2014 09:04:48,,LAFN
SEP1344,01/24/2014 09:04:49,,HL
SEP1345,01/24/2014 09:04:50,,RAAFN
SEP1346,01/24/2014 09:04:56,,SAS
SEP1347,01/24/2014 09:05:08,,FVT
SEP1348,01/24/2014 09:05:08,,FCIFN SK
SEP1349,01/24/2014 09:05:14,,FVT
IGO0269,01/24/2014 09:05:14,,CL FAT CLIFF
SEP1350,01/24/2014 09:05:20,,FFCFN
SEP1351,01/24/2014 09:05:23,,MPKFN
SEP1352,01/24/2014 09:05:24,,YSP
SEP1353,01/24/2014 09:05:26,,XHHFN
SEP1354,01/24/2014 09:05:28,,MPBFN
SEP1355,01/24/2014 09:05:39,,FLAFN
SEP1356,01/24/2014 09:05:48,,HL
SEP1357,01/24/2014 09:06:08,,RLAFN
SEP1358,01/24/2014 09:06:09,,RLBFN
SEP1359,01/24/2014 09:06:11,,FABFN
SEP1360,01/24/2014 09:06:17,,SAN
SEP1361,01/24/2014 09:06:21,,SAS
SEP1362,01/24/2014 09:06:38,,HL
SEP1363,01/24/2014 09:06:43,,MAAFN
SEP1364,01/24/2014 09:06:47,, VTFN
SEP1365,01/24/2014 09:06:48,, VTFN
SEP1366,01/24/2014 09:06:50,, VTFN
SEP1367,01/24/2014 09:06:52,,OVP
SEP1368,01/24/2014 09:06:55,,FFSFN
SEP1369,01/24/2014 09:06:59,, VTFN
SEP1370,01/24/2014 09:07:00,, VTFN
SEP1371,01/24/2014 09:07:01,, VTFN
SEP1372,01/24/2014 09:07:04,, VTFN
SEP1373,01/24/2014 09:07:15,,FFO
SEP1374,01/24/2014 09:07:20,,C WH LICKS FN
SEP1375,01/24/2014 09:07:22,,FFSFN
SEP1376,01/24/2014 09:07:25,,FFO
SEP1377,01/24/2014 09:07:29,,MFHFN
SEP1378,01/24/2014 09:07:30,,RLAFN
SEP1379,01/24/2014 09:07:36,,FFAFN
SEP1380,01/24/2014 09:07:38,,RLAFN
SEP1381,01/24/2014 09:07:43,,RLBFN
