origin,timestamp,on_tour,code
SEP0521,01/24/2014 07:26:36,,SUR
SEP0522,01/24/2014 07:27:07,,HL
SEP0523,01/24/2014 07:27:49,,HS D
SEP0524,01/24/2014 07:27:53,,YVF
SEP0525,01/24/2014 07:27:56,,XCCNC
SEP0526,01/24/2014 07:28:00,,IVP
SEP0527,01/24/2014 07:28:47,,FABON
SEP0528,01/24/2014 07:28:49,,FLBON
SEP0529,01/24/2014 07:29:05,,FABNC
SEP0530,01/24/2014 07:29:06,,FAANC
SEP0531,01/24/2014 07:29:16,,FPWNC
SEP0532,01/24/2014 07:29:23,,FPQNC
SEP0533,01/24/2014 07:29:23,,MPKNC
SEP0534,01/24/2014 07:29:27,,MPBNC
SEP0535,01/24/2014 07:29:40,,HL
SEP0536,01/24/2014 07:29:51,,HL
SEP0537,01/24/2014 07:29:55,,MLANC
SEP0538,01/24/2014 07:30:05,,FAANC
SEP0539,01/24/2014 07:30:12,,FLBNC
SEP0540,01/24/2014 07:30:14,,FABDP
SEP0541,01/24/2014 07:30:24,,FAADP
SEP0542,01/24/2014 07:30:25,,YVF
SEP0543,01/24/2014 07:30:26,,XAADP
SEP0544,01/24/2014 07:30:30,,XBBBI
SEP0545,01/24/2014 07:30:51,,FCIDP SCORPION
SEP0546,01/24/2014 07:31:03,,FFCDP
SEP0547,01/24/2014 07:31:04,,FLADP
SEP0548,01/24/2014 07:31:21,,FCHDP SCORPION
SEP0549,01/24/2014 07:31:39,,FLBDP
SEP0550,01/24/2014 07:32:03,,RABDP
SEP0551,01/24/2014 07:32:12,,SAS
SEP0552,01/24/2014 07:32:13,,FAADP
SEP0553,01/24/2014 07:32:15,,FLBDP
SEP0554,01/24/2014 07:32:21,,FLADP
SEP0555,01/24/2014 07:32:23,,FLBDP
SEP0556,01/24/2014 07:32:23,,HL
SEP0557,01/24/2014 07:32:37,,OVP
SEP0558,01/24/2014 07:32:44,,IVP
SEP0559,01/24/2014 07:32:51,,YTT
SEP0560,01/24/2014 07:32:53,,X
SEP0561,01/24/2014 07:33:03,,HL
SEP0562,01/24/2014 07:33:12,,OVP
SEP0563,01/24/2014 07:33:37,,CL COW FIG
SEP0564,01/24/2014 07:33:48,,HFHE
SEP0565,01/24/2014 07:33:48,,CF SPECIMEN COLLECTED OF HE. WH HANDLES THE 3-PART POD BUT DOESN'T ACTUALLY EAT IT.
SEP0566,01/24/2014 07:34:00,,FABFN
SEP0567,01/24/2014 07:34:00,,FABXJ
IGO0025,01/24/2014 07:34:01,,CL COW FIG
SEP0568,01/24/2014 07:34:04,,HL
SEP0569,01/24/2014 07:34:09,,FAAFN
SEP0570,01/24/2014 07:34:22,,FABQH
SEP0571,01/24/2014 07:34:24,,FAAQH
SEP0572,01/24/2014 07:34:25,,FPHQH
SEP0573,01/24/2014 07:34:27,,RLAQH
SEP0574,01/24/2014 07:34:29,,FAAQH
SEP0575,01/24/2014 07:34:31,,FPUQH
SEP0576,01/24/2014 07:34:34,,RLAQH
SEP0577,01/24/2014 07:34:35,,FAAQH
SEP0578,01/24/2014 07:34:37,,RLBFN
SEP0579,01/24/2014 07:34:39,,RLAQH
SEP0580,01/24/2014 07:34:43,,FLBQH
SEP0581,01/24/2014 07:34:52,,FABVR
SEP0582,01/24/2014 07:35:00,,HL
SEP0583,01/24/2014 07:35:02,,RLBVR
SEP0584,01/24/2014 07:35:18,,OVP
SEP0585,01/24/2014 07:35:24,,YFILF
SEP0586,01/24/2014 07:35:26,,XCCQH
SEP0587,01/24/2014 07:35:28,,HL 
SEP0588,01/24/2014 07:35:36,,IVP
SEP0589,01/24/2014 07:36:03,,HL
SEP0590,01/24/2014 07:36:16,,FABMR
SEP0591,01/24/2014 07:36:17,,HB
SEP0592,01/24/2014 07:36:22,,FVTMR
SEP0593,01/24/2014 07:36:26,,FVT
SEP0594,01/24/2014 07:36:27,,FVT
SEP0595,01/24/2014 07:36:27,,FVT
SEP0596,01/24/2014 07:36:30,,FLBMR
SEP0597,01/24/2014 07:36:33,,FVT
SEP0598,01/24/2014 07:36:35,,FVT
SEP0599,01/24/2014 07:36:36,,FVT
SEP0600,01/24/2014 07:36:47,,FABPJ
SEP0601,01/24/2014 07:37:02,,SAO
SEP0602,01/24/2014 07:37:04,,FVTPJ
SEP0603,01/24/2014 07:37:05,,FAAPJ
SEP0604,01/24/2014 07:37:07,,FFIPJ
SEP0605,01/24/2014 07:37:10,,FIRPJ
SEP0606,01/24/2014 07:37:23,,FLAPJ
SEP0607,01/24/2014 07:37:24,,FLBPJ
SEP0608,01/24/2014 07:37:30,,OVP
SEP0609,01/24/2014 07:37:46,,IVP
SEP0610,01/24/2014 07:37:47,,HL
SEP0611,01/24/2014 07:37:54,,YFILF
SEP0612,01/24/2014 07:37:55,,X
SEP0613,01/24/2014 07:37:56,,SAS
SEP0614,01/24/2014 07:38:04,,HB
SEP0615,01/24/2014 07:38:30,,HL
SEP0616,01/24/2014 07:38:41,,HL
SEP0617,01/24/2014 07:38:53,,IVP
SEP0618,01/24/2014 07:39:14,,HL
SEP0619,01/24/2014 07:39:32,,SAU
SEP0620,01/24/2014 07:39:33,,FVP
SEP0621,01/24/2014 07:39:33,,HL
SEP0622,01/24/2014 07:39:34,,FVT
SEP0623,01/24/2014 07:39:37,,SAU
SEP0624,01/24/2014 07:39:51,,FVTPJ
SEP0625,01/24/2014 07:39:56,,MABPJ
SEP0626,01/24/2014 07:39:57,,FAAPJ
SEP0627,01/24/2014 07:39:59,,FALPJ
SEP0628,01/24/2014 07:40:00,,FFTPJ
SEP0629,01/24/2014 07:40:05,,RLAPJ
SEP0630,01/24/2014 07:40:07,,FVTPJ
SEP0631,01/24/2014 07:40:08,,FVTPJ
SEP0632,01/24/2014 07:40:09,,RLBPJ
SEP0633,01/24/2014 07:40:23,,YWS
SEP0634,01/24/2014 07:40:30,,XCCQH
SEP0635,01/24/2014 07:40:32,,RABQH
SEP0636,01/24/2014 07:40:34,,MLBQH
SEP0637,01/24/2014 07:40:41,,OVP
SEP0638,01/24/2014 07:40:53,,IVP
SEP0639,01/24/2014 07:40:54,,FABXJ
SEP0640,01/24/2014 07:40:55,,OVP
SEP0641,01/24/2014 07:41:40,,IV
SEP0642,01/24/2014 07:41:42,,SPX
SEP0643,01/24/2014 07:41:43,,SPS
SEP0644,01/24/2014 07:41:45,,FLBPV
SEP0645,01/24/2014 07:41:51,,HL
SEP0646,01/24/2014 07:41:52,,OVP
SEP0647,01/24/2014 07:42:01,,IVP
SEP0648,01/24/2014 07:42:09,,HL
SEP0649,01/24/2014 07:42:39,,HS
SEP0650,01/24/2014 07:42:48,,AES D
SEP0651,01/24/2014 07:42:53,,YTT
SEP0652,01/24/2014 07:42:56,,X
SEP0653,01/24/2014 07:42:57,,HL
SEP0654,01/24/2014 07:43:15,,HL
SEP0655,01/24/2014 07:43:16,,FVT
SEP0656,01/24/2014 07:43:19,,RABPV
SEP0657,01/24/2014 07:43:21,,SAS
SEP0658,01/24/2014 07:43:23,,FVT
SEP0659,01/24/2014 07:43:31,,FVT
SEP0660,01/24/2014 07:43:31,,FVT
SEP0661,01/24/2014 07:43:33,,RAAPV
SEP0662,01/24/2014 07:43:36,,RFIPV
SEP0663,01/24/2014 07:43:38,,RFIPV
SEP0664,01/24/2014 07:43:50,,RFIPV
SEP0665,01/24/2014 07:44:01,,HL
SEP0666,01/24/2014 07:44:03,,RFTPV
SEP0667,01/24/2014 07:44:06,,RLAPV
SEP0668,01/24/2014 07:44:11,,FALPV
SEP0669,01/24/2014 07:44:13,,FAAPV
SEP0670,01/24/2014 07:44:18,,FIMPV
SEP0671,01/24/2014 07:44:25,,FVTPV
SEP0672,01/24/2014 07:44:27,,FIDPV
SEP0673,01/24/2014 07:44:34,,FCIPV X
SEP0674,01/24/2014 07:44:38,,FCTPV X
SEP0675,01/24/2014 07:44:39,,FVTPV
SEP0676,01/24/2014 07:44:41,,FLAPV
SEP0677,01/24/2014 07:44:42,,FVTPV
SEP0678,01/24/2014 07:44:46,,FLBPV
SEP0679,01/24/2014 07:44:53,,HL
SEP0680,01/24/2014 07:44:57,,RABFN
SEP0681,01/24/2014 07:44:59,,RABPV
SEP0682,01/24/2014 07:45:00,,HL
SEP0683,01/24/2014 07:45:03,,RLBPV
SEP0684,01/24/2014 07:45:05,,HL
SEP0685,01/24/2014 07:45:06,,FVT
SEP0686,01/24/2014 07:45:08,,RVTFN
SEP0687,01/24/2014 07:45:11,,RVTFN
SEP0688,01/24/2014 07:45:16,,FLBFN
SEP0689,01/24/2014 07:45:18,,RABFN
SEP0690,01/24/2014 07:45:19,,FLBFN
SEP0691,01/24/2014 07:45:21,,RABFN
SEP0692,01/24/2014 07:45:22,,YTT
SEP0693,01/24/2014 07:45:23,,XBBFN
SEP0694,01/24/2014 07:45:24,,XCCPV
SEP0695,01/24/2014 07:45:27,,FABPV
SEP0696,01/24/2014 07:45:31,,RLBPV
SEP0697,01/24/2014 07:45:34,,MLBFN
SEP0698,01/24/2014 07:45:59,,FABBI
SEP0699,01/24/2014 07:46:15,,FABPV
SEP0700,01/24/2014 07:46:23,,FLBBI
SEP0701,01/24/2014 07:46:24,,FLBPV
SEP0702,01/24/2014 07:46:33,,RAABI
SEP0703,01/24/2014 07:46:44,,HL
SEP0704,01/24/2014 07:47:02,,HL
SEP0705,01/24/2014 07:47:16,,HL
SEP0706,01/24/2014 07:47:31,,FVT
SEP0707,01/24/2014 07:47:42,,FVT
SEP0708,01/24/2014 07:47:55,,YFILF
SEP0709,01/24/2014 07:47:55,,X
SEP0710,01/24/2014 07:48:01,,SPK
SEP0711,01/24/2014 07:48:19,,HL I
SEP0712,01/24/2014 07:48:27,,HL
SEP0713,01/24/2014 07:48:28,,FVF
IGO0026,01/24/2014 07:48:32,,CL FAT
SEP0714,01/24/2014 07:48:40,,HB
SEP0715,01/24/2014 07:48:57,,RABDA
SEP0716,01/24/2014 07:49:02,,FLBDA
SEP0717,01/24/2014 07:49:04,,FABVE
SEP0718,01/24/2014 07:49:09,,FAAVE
IGO0027,01/24/2014 07:49:09,,PDU YFILF 2DP
SEP0719,01/24/2014 07:49:10,,HL
IGO0028,01/24/2014 07:49:13,,PDP YFI 2DU
SEP0720,01/24/2014 07:49:17,,MLAVE
SEP0721,01/24/2014 07:49:28,,HL
SEP0722,01/24/2014 07:49:34,,RLBVE
SEP0723,01/24/2014 07:49:56,,FABBI
SEP0724,01/24/2014 07:49:56,,SAS
IGO0029,01/24/2014 07:50:14,,PVE YTT 2DA 3FN
SEP0725,01/24/2014 07:50:16,,RLBBI
SEP0726,01/24/2014 07:50:20,,CL FAT FENCE
SEP0727,01/24/2014 07:50:26,,AEUVE FAV
SEP0728,01/24/2014 07:50:39,,AEUVE FAV
SEP0729,01/24/2014 07:50:57,,RABVE
SEP0730,01/24/2014 07:50:59,,FLBVE
SEP0731,01/24/2014 07:51:08,,HL
SEP0732,01/24/2014 07:51:25,,HC I
SEP0733,01/24/2014 07:51:30,,FVT
SEP0734,01/24/2014 07:51:36,,FVT
SEP0735,01/24/2014 07:51:37,,FVT
SEP0736,01/24/2014 07:51:38,,FABDA
SEP0737,01/24/2014 07:51:41,,FAADA
SEP0738,01/24/2014 07:51:44,,FINDA
SEP0739,01/24/2014 07:51:46,,RMMDA
SEP0740,01/24/2014 07:51:53,,FVTDA
SEP0741,01/24/2014 07:51:54,,FVTDA
SEP0742,01/24/2014 07:51:55,,FVTDA
SEP0743,01/24/2014 07:51:58,,RMODA
SEP0744,01/24/2014 07:52:02,,RMMDA
SEP0745,01/24/2014 07:52:35,,FISDA
SEP0746,01/24/2014 07:52:36,,RMODA
SEP0747,01/24/2014 07:52:44,,RLADA
SEP0748,01/24/2014 07:52:45,,RLBDA
SEP0749,01/24/2014 07:52:54,,YTT
IGO0030,01/24/2014 07:52:54,,PVV YTT
SEP0750,01/24/2014 07:52:59,,XCCDA
SEP0751,01/24/2014 07:53:24,,SAS
SEP0752,01/24/2014 07:53:47,,RABVV
SEP0753,01/24/2014 07:54:12,,FLBVV
SEP0754,01/24/2014 07:54:35,,HS
SEP0755,01/24/2014 07:54:36,,HL
SEP0756,01/24/2014 07:54:40,,FAVVV
SEP0757,01/24/2014 07:54:56,,SUR
SEP0758,01/24/2014 07:55:10,,X8?=PV
SEP0759,01/24/2014 07:55:13,,FABVV
SEP0760,01/24/2014 07:55:23,,MLBVV
SEP0761,01/24/2014 07:55:25,,YTT
SEP0762,01/24/2014 07:55:36,,XCCVV
SEP0763,01/24/2014 07:55:37,,FABDU
SEP0764,01/24/2014 07:55:38,,XBBDU
SEP0765,01/24/2014 07:55:42,,SAS
SEP0766,01/24/2014 07:55:47,,HL
SEP0767,01/24/2014 07:55:59,,HI I
SEP0768,01/24/2014 07:56:02,,HL L
SEP0769,01/24/2014 07:56:03,,SAS
SEP0770,01/24/2014 07:56:07,,RABVE
IGO0031,01/24/2014 07:56:11,,PBI YFIKY 2LO
SEP0771,01/24/2014 07:56:15,,HL
IGO0032,01/24/2014 07:56:15,,PLO YVF 2BI
SEP0772,01/24/2014 07:56:24,,RLBVE
IGO0033,01/24/2014 07:56:25,,C CENSUS COMPLETE
SEP0773,01/24/2014 07:56:28,,SAS
IGO0034,01/24/2014 07:56:40,,PKH YFI 3DG
SEP0774,01/24/2014 07:56:41,,HL
SEP0775,01/24/2014 07:56:44,,FABPD
SEP0776,01/24/2014 07:56:46,,AESOPTJ FAV
SEP0777,01/24/2014 07:56:57,,**
SEP0778,01/24/2014 07:57:00,,HS B
SEP0779,01/24/2014 07:57:03,,FABDP
SEP0780,01/24/2014 07:57:07,,HS D
SEP0781,01/24/2014 07:57:11,,RLADP
SEP0782,01/24/2014 07:57:13,,FAADP
SEP0783,01/24/2014 07:57:17,,FALDP
SEP0784,01/24/2014 07:57:19,,FLADP
SEP0785,01/24/2014 07:57:26,,FABVR
SEP0786,01/24/2014 07:57:30,,RABFN
SEP0787,01/24/2014 07:57:32,,RAAFN
SEP0788,01/24/2014 07:57:32,,HH
SEP0789,01/24/2014 07:57:37,,RAADP
SEP0790,01/24/2014 07:57:40,,RLADP
SEP0791,01/24/2014 07:57:53,,YFIBK
SEP0792,01/24/2014 07:57:55,,XAAFNVR
SEP0793,01/24/2014 07:57:56,,XCCDP
SEP0794,01/24/2014 07:58:05,,FCIVR BK
SEP0795,01/24/2014 07:58:07,,RLAFN
SEP0796,01/24/2014 07:58:13,,RLBFN
SEP0797,01/24/2014 07:58:29,,FVT
SEP0798,01/24/2014 07:58:36,,HB
SEP0799,01/24/2014 07:58:37,,OVP
SEP0800,01/24/2014 07:58:38,,IVP
SEP0801,01/24/2014 07:58:46,,FLAVR
SEP0802,01/24/2014 07:58:51,,HL
SEP0803,01/24/2014 07:58:55,,HL
SEP0804,01/24/2014 07:59:02,,RABFN
SEP0805,01/24/2014 07:59:19,,RLBFN
SEP0806,01/24/2014 07:59:20,,SAS
SEP0807,01/24/2014 07:59:23,,FABFN
SEP0808,01/24/2014 07:59:25,,FAAFN
SEP0809,01/24/2014 07:59:27,,FLAFN
SEP0810,01/24/2014 07:59:30,,AES D
SEP0811,01/24/2014 07:59:31,,SAS
SEP0812,01/24/2014 07:59:50,,FLBFN
SEP0813,01/24/2014 08:00:19,,HL
SEP0814,01/24/2014 08:00:20,,HB K
SEP0815,01/24/2014 08:00:22,,YFIBK
SEP0816,01/24/2014 08:00:24,,X
SEP0817,01/24/2014 08:00:27,,FVF
SEP0818,01/24/2014 08:00:50,,FVF
SEP0819,01/24/2014 08:00:58,,HL F
IGO0035,01/24/2014 08:01:00,,POP YSE
IGO0036,01/24/2014 08:01:02,,PTJ YVV
SEP0820,01/24/2014 08:01:20,,RABVR
SEP0821,01/24/2014 08:01:22,,FAVVR
SEP0822,01/24/2014 08:01:24,,FAAVR
SEP0823,01/24/2014 08:01:25,,HH
SEP0824,01/24/2014 08:01:34,,RCIVR BK
SEP0825,01/24/2014 08:01:37,,RGSVR BK
SEP0826,01/24/2014 08:01:39,,FLAVR
SEP0827,01/24/2014 08:01:40,,FLBVR
SEP0828,01/24/2014 08:01:53,,FABDA
SEP0829,01/24/2014 08:02:02,,HL F
SEP0830,01/24/2014 08:02:32,,HB BBKF
SEP0831,01/24/2014 08:02:32,,HB KK
SEP0832,01/24/2014 08:02:33,,HL
IGO0037,01/24/2014 08:02:33,,PVE YTT 3FN
SEP0833,01/24/2014 08:02:36,,HB B
SEP0834,01/24/2014 08:02:37,,RLBDA
IGO0038,01/24/2014 08:02:39,,AGTQMOO
IGO0039,01/24/2014 08:02:47,,PQM YSG 3DU
SEP0835,01/24/2014 08:02:54,,YVF
SEP0836,01/24/2014 08:02:58,,XCCVE?
SEP0837,01/24/2014 08:03:20,,FVT
SEP0838,01/24/2014 08:03:24,,SAM
IGO0040,01/24/2014 08:03:24,,PUB YFI 2QM 3DU
SEP0839,01/24/2014 08:03:55,,HL
IGO0041,01/24/2014 08:04:22,,PVV YVF 3PV
SEP0840,01/24/2014 08:04:24,,HL
IGO0042,01/24/2014 08:04:25,,PPV YVF 3VV
SEP0841,01/24/2014 08:04:29,,HL
SEP0842,01/24/2014 08:04:33,,C PHOTOS
SEP0843,01/24/2014 08:04:45,,SAS
IGO0043,01/24/2014 08:04:45,,F:VV
IGO0044,01/24/2014 08:04:45,,YFI
IGO0045,01/24/2014 08:04:45,,X
IGO0046,01/24/2014 08:04:52,,HI I
SEP0844,01/24/2014 08:04:56,,FABDA
IGO0047,01/24/2014 08:04:56,,HL
SEP0845,01/24/2014 08:05:04,,FAADA
SEP0846,01/24/2014 08:05:09,,FCIDA ZI
SEP0847,01/24/2014 08:05:20,,RCPDA ZI
SEP0848,01/24/2014 08:05:24,,HB I
SEP0849,01/24/2014 08:05:25,,YFIBK
SEP0850,01/24/2014 08:05:26,,XAADA
SEP0851,01/24/2014 08:05:28,,RLADA
SEP0852,01/24/2014 08:05:31,,SAS
SEP0853,01/24/2014 08:05:36,,RLBDA
IGO0048,01/24/2014 08:05:46,,OVP
IGO0049,01/24/2014 08:05:48,,IVP
SEP0854,01/24/2014 08:05:50,,RABVR
SEP0855,01/24/2014 08:05:51,,MAAVR
SEP0856,01/24/2014 08:05:53,,FLAVR
SEP0857,01/24/2014 08:05:53,,HL
SEP0858,01/24/2014 08:05:57,,FABDA
SEP0859,01/24/2014 08:05:58,,RLBDA
IGO0050,01/24/2014 08:06:06,,HH
SEP0860,01/24/2014 08:06:07,,HL
SEP0861,01/24/2014 08:06:17,,MLBVR
IGO0051,01/24/2014 08:06:21,,HI I
SEP0862,01/24/2014 08:06:26,,HL
SEP0863,01/24/2014 08:06:37,,HL
SEP0864,01/24/2014 08:06:49,,HC L
SEP0865,01/24/2014 08:06:53,,HL
IGO0052,01/24/2014 08:06:53,,OVP
SEP0866,01/24/2014 08:07:00,,RABBI
SEP0867,01/24/2014 08:07:06,,AGTDGBI
SEP0868,01/24/2014 08:07:08,,AEGBIDG
IGO0053,01/24/2014 08:07:13,,IVP
SEP0869,01/24/2014 08:07:14,,FAABI
SEP0870,01/24/2014 08:07:16,,MLABI
IGO0054,01/24/2014 08:07:16,,YTT
IGO0055,01/24/2014 08:07:17,,X
SEP0871,01/24/2014 08:07:22,,HI I
SEP0872,01/24/2014 08:07:23,,RLBBI
SEP0873,01/24/2014 08:07:29,,HC I
SEP0874,01/24/2014 08:07:31,,SAS
IGO0056,01/24/2014 08:07:34,,OVP
SEP0875,01/24/2014 08:07:37,,SAS
SEP0876,01/24/2014 08:07:40,,HC I
SEP0877,01/24/2014 08:07:45,,RABDP
SEP0878,01/24/2014 08:07:52,,SAS
SEP0879,01/24/2014 08:07:54,,YFI
IGO0057,01/24/2014 08:07:54,,IVP
SEP0880,01/24/2014 08:07:55,,XBBDP
SEP0881,01/24/2014 08:08:00,,HC I
IGO0058,01/24/2014 08:08:02,,AVS FRU
SEP0882,01/24/2014 08:08:08,,AVZ FAV
SEP0883,01/24/2014 08:08:11,,HC I
SEP0884,01/24/2014 08:08:12,,SAM
SEP0885,01/24/2014 08:08:17,,HC D
SEP0886,01/24/2014 08:08:20,,MLBDP
IGO0059,01/24/2014 08:08:22,,FAVDU
SEP0887,01/24/2014 08:08:32,,CF DROPS ZI AND RETRIEVES IT
SEP0888,01/24/2014 08:08:34,,MABXM
IGO0060,01/24/2014 08:08:45,,HI I
SEP0889,01/24/2014 08:08:51,,HC IIII
SEP0890,01/24/2014 08:08:55,,RLBPJ
SEP0891,01/24/2014 08:08:57,,SAS
IGO0061,01/24/2014 08:08:58,,HL
SEP0892,01/24/2014 08:09:07,,HC I
SEP0893,01/24/2014 08:09:08,,HL
IGO0062,01/24/2014 08:09:16,,HC I
SEP0894,01/24/2014 08:09:32,,FABDP?
IGO0063,01/24/2014 08:09:32,,HI I
IGO0064,01/24/2014 08:09:40,,AVSPV D
IGO0065,01/24/2014 08:09:47,,AVO D
SEP0895,01/24/2014 08:09:48,,RLBVE
IGO0066,01/24/2014 08:09:48,,YVF
SEP0896,01/24/2014 08:09:51,,SAM
IGO0067,01/24/2014 08:09:54,,X
IGO0068,01/24/2014 08:09:59,,OVP
IGO0069,01/24/2014 08:10:05,,IVP
SEP0897,01/24/2014 08:10:08,,AVO FAV
SEP0898,01/24/2014 08:10:22,,YWM
SEP0899,01/24/2014 08:10:24,,X
IGO0070,01/24/2014 08:10:26,,HL I
SEP0900,01/24/2014 08:10:35,,OVP
IGO0071,01/24/2014 08:10:35,,SAS
SEP0901,01/24/2014 08:10:38,,IVP
IGO0072,01/24/2014 08:10:40,,FAVOO
SEP0902,01/24/2014 08:10:47,,HL I
SEP0903,01/24/2014 08:11:07,,FABX1
IGO0073,01/24/2014 08:11:08,,OVP
SEP0904,01/24/2014 08:11:10,,RLB1
SEP0905,01/24/2014 08:11:13,,FACBVE
SEP0906,01/24/2014 08:11:14,,RLBVE
IGO0074,01/24/2014 08:11:16,,IVP
SEP0907,01/24/2014 08:11:40,,HL
SEP0908,01/24/2014 08:11:50,,HC F
SEP0909,01/24/2014 08:11:53,,HL
SEP0910,01/24/2014 08:11:57,,IVP
SEP0911,01/24/2014 08:12:11,,RABON
SEP0912,01/24/2014 08:12:14,,SAS
IGO0075,01/24/2014 08:12:17,,YTT
IGO0076,01/24/2014 08:12:18,,X
SEP0913,01/24/2014 08:12:23,,RABVE
SEP0914,01/24/2014 08:12:25,,RLBON
SEP0915,01/24/2014 08:12:30,,RAAVE
SEP0916,01/24/2014 08:12:43,,HL
SEP0917,01/24/2014 08:12:44,,RLAVE
SEP0918,01/24/2014 08:12:49,,HL
SEP0919,01/24/2014 08:12:54,,YFILF
SEP0920,01/24/2014 08:12:56,,XBBVE
IGO0077,01/24/2014 08:13:11,,RSDTJ
SEP0921,01/24/2014 08:13:13,,XCCX3
IGO0078,01/24/2014 08:13:14,,FAVTJ
SEP0922,01/24/2014 08:13:15,,HL
IGO0079,01/24/2014 08:13:20,,RSPTJ
SEP0923,01/24/2014 08:13:26,,HS BB
IGO0080,01/24/2014 08:13:26,,RSPTJ
SEP0924,01/24/2014 08:13:28,,MLBVE
SEP0925,01/24/2014 08:13:29,,HC D
IGO0081,01/24/2014 08:13:33,,RSDTJ
SEP0926,01/24/2014 08:13:34,,RABON
IGO0082,01/24/2014 08:13:37,,RSTTJ
SEP0927,01/24/2014 08:13:38,,HS BD
IGO0083,01/24/2014 08:13:42,,AAETJ
SEP0928,01/24/2014 08:13:43,,MABON
IGO0084,01/24/2014 08:13:45,,FAVTJ
IGO0085,01/24/2014 08:13:50,,RSPTJ
IGO0086,01/24/2014 08:13:52,,RSTTJ
SEP0929,01/24/2014 08:13:53,,HL
SEP0930,01/24/2014 08:13:55,,RLAON
IGO0087,01/24/2014 08:13:59,,PTJ YSS
SEP0931,01/24/2014 08:14:11,,RAAON
SEP0932,01/24/2014 08:14:21,,RAADP
SEP0933,01/24/2014 08:14:25,,MLA1
IGO0088,01/24/2014 08:14:26,,SAU
SEP0934,01/24/2014 08:14:31,,MLBDP
IGO0089,01/24/2014 08:14:32,,RSDTJ
IGO0090,01/24/2014 08:14:42,,RFSTJ URINE
SEP0935,01/24/2014 08:14:46,,MLBON
IGO0091,01/24/2014 08:14:49,,YWS
IGO0092,01/24/2014 08:14:49,,X
IGO0093,01/24/2014 08:14:49,,END
IGO0094,01/24/2014 08:14:49,,PVV YWS
SEP0936,01/24/2014 08:14:51,,HL
SEP0937,01/24/2014 08:14:59,,FABDP
SEP0938,01/24/2014 08:15:19,,HL
SEP0939,01/24/2014 08:15:21,,RLBDP
SEP0940,01/24/2014 08:15:23,,YTT
SEP0941,01/24/2014 08:15:24,,XCCDP
SEP0942,01/24/2014 08:15:34,,XCCON
SEP0943,01/24/2014 08:15:46,,HH
SEP0944,01/24/2014 08:15:52,,HB F
SEP0945,01/24/2014 08:15:53,,SAS
IGO0095,01/24/2014 08:15:53,,AVVTJVV
SEP0946,01/24/2014 08:16:14,,HB
SEP0947,01/24/2014 08:16:23,,SAS
SEP0948,01/24/2014 08:16:29,,SAS
SEP0949,01/24/2014 08:16:54,,SAS
SEP0950,01/24/2014 08:17:16,,HL
SEP0951,01/24/2014 08:17:19,,HL
SEP0952,01/24/2014 08:17:23,,HL
SEP0953,01/24/2014 08:17:35,,HL
SEP0954,01/24/2014 08:17:45,,HL
SEP0955,01/24/2014 08:17:51,,YTT
SEP0956,01/24/2014 08:17:54,,XCCDP
SEP0957,01/24/2014 08:17:56,,FABDP
SEP0958,01/24/2014 08:17:57,,RLBDP
SEP0959,01/24/2014 08:18:02,,SUR
SEP0960,01/24/2014 08:18:36,,RABDP
SEP0961,01/24/2014 08:18:39,,FAVDP
SEP0962,01/24/2014 08:18:46,,HL
SEP0963,01/24/2014 08:18:48,,FAVDP
SEP0964,01/24/2014 08:19:01,,STERH
SEP0965,01/24/2014 08:19:04,,HFRH B
SEP0966,01/24/2014 08:19:06,,RLBDP
SEP0967,01/24/2014 08:19:30,,HC BB
SEP0968,01/24/2014 08:19:31,,FVTDP
SEP0969,01/24/2014 08:19:33,,FVT
SEP0970,01/24/2014 08:19:35,,RABDP
SEP0971,01/24/2014 08:20:10,,HC BBBB
SEP0972,01/24/2014 08:20:12,,FAVXX NV
SEP0973,01/24/2014 08:20:20,,HFRH B
SEP0974,01/24/2014 08:20:22,,YFFRH
SEP0975,01/24/2014 08:20:24,,XBBDP
IGO0096,01/24/2014 08:20:27,,AFSPVVV BR
IGO0097,01/24/2014 08:20:32,,C PV WANTS TO NURSE
IGO0098,01/24/2014 08:20:37,,AMIPVVV
SEP0976,01/24/2014 08:20:41,,HC B
IGO0099,01/24/2014 08:20:50,,AMIPVVV
SEP0977,01/24/2014 08:20:51,,HFRH K
SEP0978,01/24/2014 08:20:53,,HL
SEP0979,01/24/2014 08:21:26,,HFRH BBB
SEP0980,01/24/2014 08:21:30,,HC I
SEP0981,01/24/2014 08:21:38,,HFRH B
SEP0982,01/24/2014 08:21:40,,RLBDP
SEP0983,01/24/2014 08:21:45,,AVL1 D
IGO0100,01/24/2014 08:21:47,,PDT YFFSV
SEP0984,01/24/2014 08:22:16,,HC BKII
IGO0101,01/24/2014 08:22:20,,PDU YFI
SEP0985,01/24/2014 08:22:28,,HL
SEP0986,01/24/2014 08:22:37,,HC F
SEP0987,01/24/2014 08:22:52,,HFRH BB
SEP0988,01/24/2014 08:22:54,,YFFRH
SEP0989,01/24/2014 08:22:55,,X
SEP0990,01/24/2014 08:22:58,,AVL1 D
SEP0991,01/24/2014 08:23:19,,HC 
SEP0992,01/24/2014 08:23:35,,HFRH BB
SEP0993,01/24/2014 08:23:52,,HC BIII
SEP0994,01/24/2014 08:23:58,,HFRH B
SEP0995,01/24/2014 08:23:59,,SLERH
SEP0996,01/24/2014 08:24:02,,OVP
