1,1,10.5142232962,-85.3693762701,90.98,2014-01-24T12:19:36Z,1
2,1,10.5142625235,-85.3693982307,90.5,2014-01-24T12:20:36Z,2
3,1,10.5142929498,-85.369405942,90.02,2014-01-24T12:21:36Z,3
4,1,10.5143389665,-85.369415665,90.5,2014-01-24T12:22:36Z,4
5,1,10.5143920239,-85.3694376256,90.02,2014-01-24T12:23:36Z,5
6,1,10.5144957919,-85.3694251366,90.02,2014-01-24T12:24:36Z,1
7,1,10.5144659523,-85.3694793675,90.02,2014-01-24T12:25:36Z,2
8,1,10.5144948699,-85.3695620969,90.02,2014-01-24T12:26:36Z,3
9,1,10.5145781022,-85.3695426509,89.54,2014-01-24T12:27:36Z,4
10,1,10.5146563053,-85.3695686348,90.02,2014-01-24T12:28:36Z,5
11,1,10.514819501,-85.3694521263,90.02,2014-01-24T12:29:36Z,1
12,1,10.5147459917,-85.3694802895,90.5,2014-01-24T12:30:36Z,2
13,1,10.5148870591,-85.3696837183,90.98,2014-01-24T12:31:36Z,3
14,1,10.5149536114,-85.3697110433,90.5,2014-01-24T12:32:36Z,4
15,1,10.5149883963,-85.3697295673,89.54,2014-01-24T12:33:36Z,5
16,1,10.5149628315,-85.3697231971,89.06,2014-01-24T12:34:36Z,1
17,1,10.515045058,-85.3697498515,88.58,2014-01-24T12:35:36Z,2
18,1,10.5150876381,-85.3697599936,86.18,2014-01-24T12:36:36Z,3
19,1,10.5150669347,-85.3699081857,84.73,2014-01-24T12:37:36Z,4
20,1,10.515150167,-85.3700648434,85.21,2014-01-24T12:38:36Z,5
21,1,10.5152815953,-85.3701464832,83.77,2014-01-24T12:39:36Z,1
22,1,10.5153362453,-85.3701976128,84.25,2014-01-24T12:40:36Z,2
23,1,10.515297018,-85.3701849561,84.25,2014-01-24T12:41:36Z,3
24,1,10.515277572,-85.3701994568,83.77,2014-01-24T12:42:36Z,4
25,1,10.5152577907,-85.3703311365,82.81,2014-01-24T12:43:36Z,5
26,1,10.5153669231,-85.3702485748,82.81,2014-01-24T12:44:36Z,1
27,1,10.5153531767,-85.3703516722,83.29,2014-01-24T12:45:36Z,2
28,1,10.5153228343,-85.3703539353,87.14,2014-01-24T12:46:36Z,3
29,1,10.5154528376,-85.3703742195,88.58,2014-01-24T12:47:36Z,4
30,1,10.5154042225,-85.3703562822,89.06,2014-01-24T12:48:36Z,5
31,1,10.5154238362,-85.3703982756,88.58,2014-01-24T12:49:36Z,1
32,1,10.5154431146,-85.3703885525,88.1,2014-01-24T12:50:36Z,2
33,1,10.5154612195,-85.3703861218,87.14,2014-01-24T12:51:36Z,3
34,1,10.5154157057,-85.3703221679,87.14,2014-01-24T12:52:36Z,4
35,1,10.5154390074,-85.3703064099,87.14,2014-01-24T12:53:36Z,5
36,1,10.5154310446,-85.3703097627,87.14,2014-01-24T12:54:36Z,1
37,1,10.5153846089,-85.3703111038,87.14,2014-01-24T12:55:36Z,2
38,1,10.5154230818,-85.3703194857,86.66,2014-01-24T12:56:36Z,3
39,1,10.5153986067,-85.3702926636,86.18,2014-01-24T12:57:36Z,4
40,1,10.5154483113,-85.3703328967,85.69,2014-01-24T12:58:36Z,5
41,1,10.5153941642,-85.3702661768,86.18,2014-01-24T12:59:36Z,1
42,1,10.5154332239,-85.3703395184,86.18,2014-01-24T13:00:36Z,2
43,1,10.5154136941,-85.3703079186,86.18,2014-01-24T13:01:36Z,3
44,1,10.5154120177,-85.3702913225,86.18,2014-01-24T13:02:36Z,4
45,1,10.5153890513,-85.3703544382,84.73,2014-01-24T13:03:36Z,5
46,1,10.5154134426,-85.370354522,84.73,2014-01-24T13:04:36Z,1
47,1,10.5154187232,-85.370334154,85.69,2014-01-24T13:05:36Z,2
48,1,10.5153978523,-85.3702007979,85.69,2014-01-24T13:06:36Z,3
49,1,10.5154161248,-85.3702056594,85.69,2014-01-24T13:07:36Z,4
50,1,10.5153786577,-85.3702477366,85.69,2014-01-24T13:08:36Z,5
51,1,10.5153906439,-85.370216053,84.73,2014-01-24T13:09:36Z,1
52,1,10.5153278634,-85.370267434,85.21,2014-01-24T13:10:36Z,2
53,1,10.515289139,-85.3701662645,81.37,2014-01-24T13:11:36Z,3
54,1,10.5151513405,-85.3702966031,89.06,2014-01-24T13:12:36Z,4
55,1,10.5151567049,-85.3703038953,89.54,2014-01-24T13:13:36Z,5
56,1,10.5151027255,-85.3702753969,90.02,2014-01-24T13:14:36Z,1
57,1,10.515110353,-85.3702536877,90.98,2014-01-24T13:15:36Z,2
58,1,10.5149930902,-85.3702393547,91.94,2014-01-24T13:16:36Z,3
59,1,10.5148890708,-85.3703102656,91.46,2014-01-24T13:17:36Z,4
60,1,10.5148697086,-85.3702588007,91.46,2014-01-24T13:18:36Z,5
61,1,10.5148754083,-85.3702782467,91.94,2014-01-24T13:19:36Z,1
62,1,10.5148657691,-85.3702823538,91.94,2014-01-24T13:20:36Z,2
63,1,10.5149707943,-85.3702590521,92.42,2014-01-24T13:21:36Z,3
64,1,10.5149194133,-85.370251257,92.42,2014-01-24T13:22:36Z,4
65,1,10.5147604086,-85.3701006342,92.9,2014-01-24T13:23:36Z,5
66,1,10.5147875659,-85.3700907435,93.39,2014-01-24T13:24:36Z,1
67,1,10.5146881565,-85.3701816034,94.35,2014-01-24T13:25:36Z,2
68,1,10.5145729054,-85.3702268656,95.31,2014-01-24T13:26:36Z,3
